原片材质,原片序号,原片id,产品x坐标,产品y坐标,产品x方向长度,产品y方向长度
ZQB-0218S,108,30871,1370.5,438.0,479.0,216.0
ZQB-0218S,108,30504,1849.5,438.0,662.0,429.0
ZQB-0218S,108,30386,2511.5,438.0,262.0,257.0
ZQB-0218S,108,30682,700.0,867.0,959.0,308.0
ZQB-0218S,108,30569,1659.0,867.0,1160.0,58.0
ZQB-0218S,108,30578,2819.0,867.0,261.5,261.5
ZQB-0218S,108,30305,700.0,1175.0,2188.0,38.0
ZQB-0218S,109,31000,1400.0,360.0,912.0,579.0
ZQB-0218S,109,30594,2312.0,360.0,680.0,680.0
ZQB-0218S,109,30613,2992.0,360.0,429.0,339.0
ZQB-0218S,109,30267,1400.0,1040.0,437.0,437.0
ZQB-0218S,109,30318,1837.0,1040.0,403.0,278.0
ZQB-0218S,109,30290,2240.0,1040.0,810.0,525.0
ZQB-0218S,109,30373,3050.0,1040.0,394.5,394.5
ZQB-0218S,110,30324,2100.0,360.0,1883.0,498.0
ZQB-0218S,110,30661,2100.0,858.0,926.0,277.5
ZQB-0218S,110,30770,3026.0,858.0,1115.0,494.0
ZQB-0218S,110,30496,4141.0,858.0,338.0,78.0
ZQB-0218S,111,30626,0.0,720.0,423.0,378.0
ZQB-0218S,111,30218,423.0,720.0,1208.0,38.0
ZQB-0218S,111,30999,1631.0,720.0,457.5,289.0
ZQB-0218S,111,30237,0.0,1098.0,412.0,358.0
ZQB-0218S,111,30576,412.0,1098.0,800.0,369.5
ZQB-0218S,111,30848,1212.0,1098.0,868.0,577.0
ZQB-0218S,112,30752,700.0,720.0,2100.9,489.0
ZQB-0218S,112,30718,700.0,1209.0,647.0,132.5
ZQB-0218S,112,30360,1347.0,1209.0,489.0,489.0
ZQB-0218S,112,30286,1836.0,1209.0,658.0,369.0
ZQB-0218S,113,30879,1400.0,720.0,959.0,595.0
ZQB-0218S,113,30738,2359.0,720.0,943.0,298.0
ZQB-0218S,113,30351,1400.0,1315.0,717.0,58.0
ZQB-0218S,113,30978,2117.0,1315.0,1001.0,317.0
ZQB-0218S,114,30782,2100.0,720.0,803.0,132.5
ZQB-0218S,114,30247,2903.0,720.0,637.0,509.0
ZQB-0218S,114,30694,3540.0,720.0,410.0,377.0
ZQB-0218S,114,30755,2100.0,1229.0,606.0,239.0
ZQB-0218S,114,30672,2706.0,1229.0,708.0,348.0
ZQB-0218S,114,30513,3414.0,1229.0,925.0,58.0
ZQB-0218S,114,30457,2100.0,1577.0,758.0,38.0
ZQB-0218S,114,30933,2858.0,1577.0,642.0,198.0
ZQB-0218S,114,30646,3500.0,1577.0,590.5,124.5
ZQB-0218S,114,30905,4090.5,1577.0,338.0,118.0
ZQB-0218S,115,30596,0.0,1080.0,605.0,428.0
ZQB-0218S,115,30555,605.0,1080.0,654.5,506.0
ZQB-0218S,115,30836,1259.5,1080.0,868.0,377.0
ZQB-0218S,116,30346,700.0,1080.0,1020.5,1020.5
ZQB-0218S,116,30802,1720.5,1080.0,397.5,148.0
ZQB-0218S,117,30529,1400.0,1080.0,1572.5,377.0
ZQB-0218S,117,30861,2972.5,1080.0,332.0,227.0
ZQB-0218S,117,30828,3304.5,1080.0,338.0,78.0
ZQB-0218S,117,30996,1400.0,1457.0,1037.5,479.0
ZQB-0218S,117,30977,2437.5,1457.0,489.0,489.0
ZQB-0218S,117,30619,1400.0,1946.0,1572.0,329.0
ZQB-0218S,118,30748,2100.0,1080.0,1712.0,399.0
ZQB-0218S,118,30488,3812.0,1080.0,436.0,436.0
ZQB-0218S,118,30934,4248.0,1080.0,277.0,277.0
ZQB-0218S,118,30380,2100.0,1516.0,2301.0,421.0
ZQB-0218S,119,30210,0.0,1440.0,866.0,558.0
ZQB-0218S,119,30789,866.0,1440.0,854.0,495.0
ZQB-0218S,119,30746,0.0,1998.0,1366.0,565.0
ZQB-0218S,119,30674,1366.0,1998.0,488.0,78.0
ZQB-0218S,119,30339,1854.0,1998.0,403.0,92.5
ZQB-0218S,120,30665,0.0,0.0,1162.0,277.0
ZQB-0218S,120,30271,1162.0,0.0,1032.0,58.0
ZQB-0218S,120,30712,0.0,277.0,377.0,377.0
ZQB-0218S,120,30680,377.0,277.0,377.0,358.0
ZQB-0218S,120,30948,754.0,277.0,277.0,277.0
ZQB-0218S,120,30729,1031.0,277.0,902.0,902.0
ZQB-0218S,121,30691,700.0,0.0,802.0,58.0
ZQB-0218S,121,31004,1502.0,0.0,733.0,527.0
ZQB-0218S,121,30961,2235.0,0.0,438.0,158.0
ZQB-0218S,121,30586,700.0,527.0,538.0,538.0
ZQB-0218S,121,30231,1238.0,527.0,338.0,338.0
ZQB-0218S,122,30984,1400.0,0.0,1701.5,960.0
ZQB-0218S,122,30280,3101.5,0.0,554.0,138.0
ZQB-0218S,123,30689,2100.0,0.0,387.0,387.0
ZQB-0218S,123,30362,2487.0,0.0,1862.0,339.0
ZQB-0218S,123,30714,2100.0,387.0,664.0,398.0
ZQB-0218S,123,30702,2764.0,387.0,1367.0,742.0
ZQB-0218S,123,30370,4131.0,387.0,288.0,118.0
ZQB-0218S,124,30751,0.0,360.0,949.0,575.0
ZQB-0218S,124,30754,949.0,360.0,430.0,310.0
ZQB-0218S,124,30964,0.0,935.0,2048.0,528.0
ZQB-0218S,125,30797,700.0,360.0,932.0,327.0
ZQB-0218S,125,30552,1632.0,360.0,427.0,394.0
ZQB-0218S,125,30252,2059.0,360.0,463.0,48.0
ZQB-0218S,125,30293,2522.0,360.0,443.0,176.0
ZQB-0218S,125,30728,700.0,754.0,942.0,58.0
ZQB-0218S,125,30799,700.0,812.0,1528.0,58.0
ZQB-0218S,125,30671,2228.0,812.0,315.5,289.0
ZQB-0218S,125,30971,2543.5,812.0,400.0,214.0
ZQB-0218S,125,30668,700.0,1101.0,495.0,48.0
ZQB-0218S,125,30913,1195.0,1101.0,1049.5,475.0
ZQB-0218S,126,30658,1400.0,360.0,1360.0,58.0
ZQB-0218S,126,30761,2760.0,360.0,561.0,560.0
ZQB-0218S,126,30241,3321.0,360.0,338.0,158.0
ZQB-0218S,126,30312,1400.0,920.0,1712.0,58.0
ZQB-0218S,126,30403,3112.0,920.0,338.0,118.0
ZQB-0218S,126,30341,1400.0,1038.0,927.0,331.0
ZQB-0218S,126,30936,2327.0,1038.0,790.5,294.5
ZQB-0218S,126,30791,3117.5,1038.0,610.0,58.0
ZQB-0218S,126,30590,1400.0,1369.0,783.0,48.0
ZQB-0218S,126,30303,2183.0,1369.0,621.0,188.0
ZQB-0218S,127,30278,2100.0,360.0,1162.0,557.0
ZQB-0218S,127,30894,3262.0,360.0,713.0,713.0
ZQB-0218S,127,30721,2100.0,1073.0,1079.0,305.0
ZQB-0218S,127,30834,3179.0,1073.0,537.0,179.0
ZQB-0218S,127,30482,3716.0,1073.0,481.5,52.5
ZQB-0218S,128,30742,0.0,720.0,378.0,378.0
ZQB-0218S,128,30711,0.0,1098.0,2098.0,558.0
ZQB-0218S,129,30747,700.0,720.0,569.0,569.0
ZQB-0218S,129,30940,1269.0,720.0,1222.0,559.0
ZQB-0218S,129,30692,700.0,1289.0,1998.0,58.0
ZQB-0218S,129,30923,700.0,1347.0,719.0,502.0
ZQB-0218S,129,30266,1419.0,1347.0,291.0,132.5
ZQB-0218S,129,30530,1710.0,1347.0,195.0,48.0
ZQB-0218S,129,30644,1905.0,1347.0,868.0,577.0
ZQB-0218S,130,30750,1400.0,720.0,560.0,560.0
ZQB-0218S,130,30898,1960.0,720.0,408.0,408.0
ZQB-0218S,130,30753,2368.0,720.0,1151.0,329.0
ZQB-0218S,130,30250,1400.0,1280.0,402.0,58.0
ZQB-0218S,130,30532,1802.0,1280.0,404.0,239.0
ZQB-0218S,130,30345,2206.0,1280.0,438.0,118.0
ZQB-0218S,130,30724,2644.0,1280.0,395.0,395.0
ZQB-0218S,131,30419,2100.0,720.0,802.0,575.0
ZQB-0218S,131,30651,2902.0,720.0,801.5,208.6
ZQB-0218S,131,30610,2100.0,1295.0,2438.0,580.0
ZQB-0218S,132,30534,0.0,1080.0,472.0,364.0
ZQB-0218S,132,30612,472.0,1080.0,1931.0,762.0
ZQB-0218S,132,30486,0.0,1842.0,843.0,198.0
ZQB-0218S,132,30489,843.0,1842.0,338.0,158.0
ZQB-0218S,133,30587,700.0,1080.0,2356.0,558.0
ZQB-0218S,133,30481,700.0,1638.0,368.0,48.0
ZQB-0218S,133,30353,1068.0,1638.0,660.0,574.0
ZQB-0218S,133,30437,1728.0,1638.0,631.0,172.5
ZQB-0218S,133,30598,2359.0,1638.0,476.0,244.5
ZQB-0218S,134,30640,1400.0,1080.0,782.0,782.0
ZQB-0218S,134,30772,2182.0,1080.0,860.0,58.0
ZQB-0218S,134,30862,3042.0,1080.0,776.0,365.0
ZQB-0218S,135,30358,2100.0,1080.0,1598.0,598.0
ZQB-0218S,135,30511,3698.0,1080.0,386.5,152.5
ZQB-0218S,135,30398,2100.0,1678.0,539.0,239.0
ZQB-0218S,135,30495,2639.0,1678.0,435.0,435.0
ZQB-0218S,135,30245,3074.0,1678.0,538.0,92.5
ZQB-0218S,136,30296,0.0,1440.0,2094.0,378.0
ZQB-0218S,136,30443,0.0,1818.0,1098.0,428.0
ZQB-0218S,136,30819,1098.0,1818.0,877.0,349.0
ZQB-0218S,136,30716,1975.0,1818.0,338.0,198.0
ZQB-0218S,137,30463,0.0,0.0,643.0,198.0
ZQB-0218S,137,30374,643.0,0.0,395.0,395.0
ZQB-0218S,137,30932,1038.0,0.0,1062.0,699.0
ZQB-0218S,137,30431,0.0,699.0,567.0,38.0
ZQB-0218S,137,30540,567.0,699.0,638.0,38.0
ZQB-0218S,137,30430,1205.0,699.0,697.0,291.0
ZQB-0218S,137,30987,1902.0,699.0,395.0,48.0
ZQB-0218S,138,30627,700.0,0.0,332.0,227.5
ZQB-0218S,138,30471,1032.0,0.0,1951.0,577.0
ZQB-0218S,138,30572,700.0,577.0,338.0,118.0
ZQB-0218S,138,30284,1038.0,577.0,238.0,158.0
ZQB-0218S,138,30959,1276.0,577.0,404.0,338.0
ZQB-0218S,138,30559,1680.0,577.0,288.0,78.0
ZQB-0218S,138,30652,1968.0,577.0,1055.0,536.0
ZQB-0218S,139,31015,1400.0,0.0,2034.0,430.0
ZQB-0218S,139,30219,1400.0,430.0,2048.0,578.0
ZQB-0218S,140,30520,2100.0,0.0,677.5,348.0
ZQB-0218S,140,30869,2777.5,0.0,395.5,212.5
ZQB-0218S,140,31005,3173.0,0.0,358.0,348.0
ZQB-0218S,140,30606,2100.0,348.0,1161.0,536.0
ZQB-0218S,140,30628,3261.0,348.0,338.0,158.0
ZQB-0218S,140,30781,3599.0,348.0,662.0,662.0
ZQB-0218S,141,30244,0.0,360.0,449.0,449.0
ZQB-0218S,141,30274,449.0,360.0,438.0,238.0
ZQB-0218S,141,30645,887.0,360.0,884.0,884.0
ZQB-0218S,141,30458,1771.0,360.0,353.0,92.5
ZQB-0218S,142,30880,700.0,360.0,2184.0,427.0
ZQB-0218S,142,30546,700.0,787.0,959.0,595.0
ZQB-0218S,142,30297,1659.0,787.0,320.0,52.5
ZQB-0218S,142,30876,1979.0,787.0,535.0,92.5
ZQB-0218S,142,30837,2514.0,787.0,348.0,198.0
ZQB-0218S,143,30442,1400.0,360.0,959.0,308.0
ZQB-0218S,143,30205,2359.0,360.0,818.0,438.0
ZQB-0218S,143,30736,1400.0,798.0,874.5,405.0
ZQB-0218S,143,30800,2274.5,798.0,722.0,299.0
ZQB-0218S,143,30649,1400.0,1203.0,1136.0,347.0
ZQB-0218S,143,30843,2536.0,1203.0,694.0,320.0
ZQB-0218S,144,30979,2100.0,360.0,803.0,439.0
ZQB-0218S,144,30642,2903.0,360.0,1480.0,38.0
ZQB-0218S,144,30609,2100.0,799.0,482.0,399.0
ZQB-0218S,144,30433,2582.0,799.0,748.0,748.0
ZQB-0218S,144,30533,3330.0,799.0,1198.0,278.0
ZQB-0218S,145,30969,0.0,720.0,1593.0,58.0
ZQB-0218S,145,30884,1593.0,720.0,578.0,578.0
ZQB-0218S,145,30687,0.0,1298.0,911.0,560.0
ZQB-0218S,145,30899,911.0,1298.0,489.0,489.0
ZQB-0218S,145,30422,1400.0,1298.0,928.0,88.0
ZQB-0218S,146,30616,700.0,720.0,498.0,118.0
ZQB-0218S,146,30560,1198.0,720.0,959.0,595.0
ZQB-0218S,146,30955,2157.0,720.0,902.0,902.0
ZQB-0218S,147,30344,1400.0,720.0,558.0,558.0
ZQB-0218S,147,30417,1958.0,720.0,437.0,379.0
ZQB-0218S,147,30206,2395.0,720.0,823.5,295.0
ZQB-0218S,147,30243,1400.0,1278.0,2120.0,58.0
ZQB-0218S,147,30929,1400.0,1336.0,546.0,546.0
ZQB-0218S,147,30214,1946.0,1336.0,488.0,238.0
ZQB-0218S,147,30990,2434.0,1336.0,488.0,198.0
ZQB-0218S,148,30428,2100.0,720.0,2198.0,578.0
ZQB-0218S,149,30573,0.0,1080.0,1951.0,810.0
ZQB-0218S,150,30524,700.0,1080.0,2101.0,1151.0
ZQB-0218S,151,30459,1400.0,1080.0,560.0,560.0
ZQB-0218S,151,30554,1960.0,1080.0,1783.0,378.0
ZQB-0218S,151,30970,1400.0,1640.0,959.0,308.0
ZQB-0218S,151,30922,2359.0,1640.0,354.0,339.0
ZQB-0218S,151,30539,2713.0,1640.0,670.0,538.5
ZQB-0218S,152,30208,2100.0,1080.0,819.0,356.0
ZQB-0218S,152,30656,2919.0,1080.0,711.0,558.0
ZQB-0218S,152,30743,3630.0,1080.0,822.0,304.5
ZQB-0218S,152,30669,2100.0,1638.0,386.5,152.5
ZQB-0218S,152,30253,2486.5,1638.0,763.0,577.0
ZQB-0218S,152,30406,3249.5,1638.0,1260.0,557.0
ZQB-0218S,153,30260,0.0,1440.0,447.0,444.0
ZQB-0218S,153,30918,447.0,1440.0,562.0,278.0
ZQB-0218S,153,30631,1009.0,1440.0,438.0,158.0
ZQB-0218S,153,30985,0.0,1884.0,1090.0,58.0
ZQB-0218S,153,30436,1090.0,1884.0,655.0,132.5
ZQB-0218S,153,30897,1745.0,1884.0,558.0,78.0
ZQB-0218S,153,30688,0.0,2016.5,465.0,58.0
ZQB-0218S,153,30827,465.0,2016.5,732.0,191.5
ZQB-0218S,154,30968,0.0,0.0,2396.0,847.0
ZQB-0218S,154,30334,0.0,847.0,1198.0,38.0
ZQB-0218S,154,30378,1198.0,847.0,960.0,58.0
ZQB-0218S,155,30857,700.0,0.0,288.0,118.0
ZQB-0218S,155,30521,988.0,0.0,1503.0,458.0
ZQB-0218S,155,30354,2491.0,0.0,444.0,48.0
ZQB-0218S,155,30522,700.0,458.0,384.0,339.0
ZQB-0218S,155,30545,1084.0,458.0,1601.0,215.0
ZQB-0218S,155,30226,2685.0,458.0,410.0,58.0
ZQB-0218S,155,30551,700.0,797.0,691.0,422.5
ZQB-0218S,155,30914,1391.0,797.0,1160.0,58.0
ZQB-0218S,155,31006,2551.0,797.0,338.0,118.0
ZQB-0218S,156,30582,1400.0,0.0,1578.0,389.0
ZQB-0218S,156,30390,1400.0,389.0,867.0,579.0
ZQB-0218S,156,30844,2267.0,389.0,658.5,348.0
ZQB-0218S,156,30340,2925.5,389.0,610.0,377.0
ZQB-0218S,157,30867,2100.0,0.0,328.5,178.0
ZQB-0218S,157,30951,2428.5,0.0,722.0,722.0
ZQB-0218S,157,30277,3150.5,0.0,612.0,197.0
ZQB-0218S,157,30392,3762.5,0.0,445.0,195.0
ZQB-0218S,158,30890,0.0,360.0,1020.5,1020.5
ZQB-0218S,158,30376,1020.5,360.0,227.0,38.0
ZQB-0218S,158,30670,1247.5,360.0,477.0,477.0
ZQB-0218S,158,30795,1724.5,360.0,683.0,52.5
ZQB-0218S,159,30591,700.0,360.0,708.0,348.0
ZQB-0218S,159,30916,1408.0,360.0,671.0,347.0
ZQB-0218S,159,30604,2079.0,360.0,397.5,248.0
ZQB-0218S,159,30388,2476.5,360.0,594.0,347.0
ZQB-0218S,159,30962,700.0,708.0,962.0,58.0
ZQB-0218S,159,30726,700.0,766.0,1833.0,58.0
ZQB-0218S,159,30464,700.0,824.0,928.0,83.0
ZQB-0218S,159,30601,1628.0,824.0,411.0,358.0
ZQB-0218S,159,31007,2039.0,824.0,338.0,78.0
ZQB-0218S,160,30329,1400.0,360.0,1918.5,763.0
ZQB-0218S,161,30204,2100.0,360.0,2053.0,480.0
ZQB-0218S,161,30786,2100.0,840.0,1090.0,308.0
ZQB-0218S,161,30713,3190.0,840.0,960.0,358.0
ZQB-0218S,161,31019,2100.0,1198.0,1273.0,182.5
ZQB-0218S,161,30240,3373.0,1198.0,963.0,330.0
ZQB-0218S,162,30209,0.0,720.0,712.0,557.0
ZQB-0218S,162,30845,712.0,720.0,1402.0,377.0
ZQB-0218S,162,30365,0.0,1277.0,665.0,476.0
ZQB-0218S,162,30833,665.0,1277.0,530.0,530.0
ZQB-0218S,162,30413,1195.0,1277.0,383.0,358.0
ZQB-0218S,162,30265,1578.0,1277.0,486.0,275.3
ZQB-0218S,163,30558,700.0,720.0,722.0,299.0
ZQB-0218S,163,30446,1422.0,720.0,998.0,38.0
ZQB-0218S,163,30272,2420.0,720.0,537.0,179.0
ZQB-0218S,163,30432,700.0,1019.0,1137.0,579.0
ZQB-0218S,163,30414,1837.0,1019.0,498.0,398.0
ZQB-0218S,163,30500,2335.0,1019.0,380.8,380.8
ZQB-0218S,163,30660,700.0,1598.0,718.0,38.0
ZQB-0218S,163,30912,1418.0,1598.0,744.5,228.0
ZQB-0218S,163,30698,2162.5,1598.0,215.0,58.0
ZQB-0218S,163,30352,2377.5,1598.0,748.0,280.0
ZQB-0218S,164,30793,1400.0,720.0,472.0,339.0
ZQB-0218S,164,30249,1872.0,720.0,288.0,158.0
ZQB-0218S,164,30444,2160.0,720.0,960.0,58.0
ZQB-0218S,164,30830,3120.0,720.0,624.0,624.0
ZQB-0218S,164,30643,1400.0,1344.0,367.0,310.0
ZQB-0218S,164,30581,1767.0,1344.0,514.0,514.0
ZQB-0218S,164,30227,2281.0,1344.0,443.0,58.0
ZQB-0218S,164,30807,2724.0,1344.0,560.0,560.0
ZQB-0218S,165,30492,2100.0,720.0,1998.0,38.0
ZQB-0218S,165,30571,4098.0,720.0,197.0,48.0
ZQB-0218S,165,30440,2100.0,768.0,745.0,357.5
ZQB-0218S,165,30893,2845.0,768.0,861.0,528.0
ZQB-0218S,165,30579,2100.0,1296.0,949.0,575.0
ZQB-0218S,165,30998,3049.0,1296.0,605.0,428.0
ZQB-0218S,165,30377,3654.0,1296.0,706.0,589.0
ZQB-0218S,166,30361,0.0,1080.0,704.5,460.0
ZQB-0218S,166,30383,704.5,1080.0,1019.5,556.0
ZQB-0218S,166,30842,0.0,1636.0,873.0,545.0
ZQB-0218S,166,30301,873.0,1636.0,540.0,540.0
ZQB-0218S,167,30942,700.0,1080.0,1438.0,398.0
ZQB-0218S,167,30239,2138.0,1080.0,393.0,132.5
ZQB-0218S,167,30864,2531.0,1080.0,412.0,58.0
ZQB-0218S,167,30299,700.0,1478.0,1172.0,548.0
ZQB-0218S,167,30426,1872.0,1478.0,338.0,78.0
ZQB-0218S,167,30536,2210.0,1478.0,713.0,713.0
ZQB-0218S,168,30468,1400.0,1080.0,440.0,358.0
ZQB-0218S,168,30758,1840.0,1080.0,298.0,146.0
ZQB-0218S,168,30350,2138.0,1080.0,844.5,461.0
ZQB-0218S,168,30317,2982.5,1080.0,338.0,198.0
ZQB-0218S,168,30325,1400.0,1541.0,1238.0,38.0
ZQB-0218S,168,31010,2638.0,1541.0,643.0,177.5
ZQB-0218S,168,30557,1400.0,1718.5,1191.0,448.0
YSH-0589SD,1,36091,0.0,0.0,2364.0,480.0
YSH-0589SD,1,35574,0.0,480.0,1548.0,432.0
YSH-0589SD,1,35979,1548.0,480.0,657.0,172.5
YSH-0589SD,2,35997,700.0,0.0,2348.0,570.0
YSH-0589SD,2,35598,700.0,570.0,1955.0,498.5
YSH-0589SD,2,36178,700.0,1068.5,1382.0,58.0
YSH-0589SD,2,35779,2082.0,1068.5,444.0,48.0
YSH-0589SD,3,36226,1400.0,0.0,748.0,280.0
YSH-0589SD,3,36190,2148.0,0.0,485.0,427.0
YSH-0589SD,3,35835,2633.0,0.0,820.0,556.0
YSH-0589SD,3,36159,1400.0,556.0,2284.0,494.0
YSH-0589SD,4,35577,2100.0,0.0,398.0,58.0
YSH-0589SD,4,36165,2498.0,0.0,511.0,511.0
YSH-0589SD,4,35624,3009.0,0.0,872.0,556.0
YSH-0589SD,4,35637,2100.0,556.0,2198.0,38.0
YSH-0589SD,4,36255,2100.0,594.0,472.0,468.5
YSH-0589SD,4,35603,2100.0,1062.5,2038.0,38.0
YSH-0589SD,5,35780,0.0,360.0,858.0,540.0
YSH-0589SD,5,36230,858.0,360.0,511.0,298.0
YSH-0589SD,5,36070,0.0,900.0,2398.0,58.0
YSH-0589SD,5,35862,0.0,958.0,548.0,363.0
YSH-0589SD,6,36172,700.0,360.0,2309.0,439.0
YSH-0589SD,6,35687,700.0,799.0,1576.0,362.0
YSH-0589SD,6,36052,2276.0,799.0,803.0,132.5
YSH-0589SD,6,36139,700.0,1161.0,798.0,118.0
YSH-0589SD,6,35684,1498.0,1161.0,831.0,238.0
YSH-0589SD,6,35841,2329.0,1161.0,364.0,48.0
YSH-0589SD,7,35559,1400.0,360.0,766.0,48.0
YSH-0589SD,7,36022,2166.0,360.0,1162.0,357.0
YSH-0589SD,7,36137,3328.0,360.0,447.0,201.0
YSH-0589SD,7,36212,1400.0,717.0,1961.0,794.0
YSH-0589SD,8,35612,2100.0,360.0,1027.5,530.0
YSH-0589SD,8,35876,3127.5,360.0,438.0,158.0
YSH-0589SD,9,35981,0.0,720.0,1863.0,981.0
YSH-0589SD,9,35874,1863.0,720.0,538.5,278.0
YSH-0589SD,10,36031,700.0,720.0,331.0,306.5
YSH-0589SD,10,35792,1031.0,720.0,542.5,52.5
YSH-0589SD,10,35791,700.0,1026.5,1598.0,548.0
YSH-0589SD,11,35906,1400.0,720.0,1168.0,598.0
YSH-0589SD,11,36061,1400.0,1318.0,1398.0,576.0
YSH-0589SD,11,36146,2798.0,1318.0,973.0,343.0
YSH-0589SD,12,35621,2100.0,720.0,502.0,286.0
YSH-0589SD,12,35845,2602.0,720.0,1242.0,275.0
YSH-0589SD,12,35571,2100.0,1006.0,860.0,235.0
YSH-0589SD,12,35567,2960.0,1006.0,389.0,389.0
YSH-0589SD,12,35955,3349.0,1006.0,338.0,158.0
YSH-0589SD,12,36186,2100.0,1395.0,2035.5,416.5
YSH-0589SD,13,35881,0.0,1080.0,489.0,489.0
YSH-0589SD,13,35941,489.0,1080.0,241.0,227.5
YSH-0589SD,13,35666,730.0,1080.0,1610.0,318.0
YSH-0589SD,13,36266,0.0,1569.0,481.0,480.0
YSH-0589SD,13,35972,481.0,1569.0,858.0,520.0
YSH-0589SD,13,35928,1339.0,1569.0,653.5,172.5
YSH-0589SD,14,35682,700.0,1080.0,545.0,272.0
YSH-0589SD,14,35978,1245.0,1080.0,973.0,868.0
YSH-0589SD,14,35867,700.0,1948.0,2158.0,58.0
YSH-0589SD,15,35555,1400.0,1080.0,821.0,560.0
YSH-0589SD,15,36048,2221.0,1080.0,445.0,444.0
YSH-0589SD,15,36237,2666.0,1080.0,403.0,48.0
YSH-0589SD,15,35704,3069.0,1080.0,556.0,556.0
YSH-0589SD,15,35914,1400.0,1640.0,372.0,302.0
YSH-0589SD,15,35672,1772.0,1640.0,821.0,58.0
YSH-0589SD,15,35562,2593.0,1640.0,798.0,321.0
YSH-0589SD,16,35804,2100.0,1080.0,703.0,703.0
YSH-0589SD,16,36035,2803.0,1080.0,850.0,556.0
YSH-0589SD,16,36269,3653.0,1080.0,382.0,329.0
YSH-0589SD,16,36122,2100.0,1783.0,542.0,78.0
YSH-0589SD,16,36182,2642.0,1783.0,868.0,268.0
YSH-0589SD,16,36191,3510.0,1783.0,403.5,58.0
YSH-0589SD,16,36058,3913.5,1783.0,577.0,58.0
YSH-0589SD,17,35927,0.0,1440.0,991.0,512.0
YSH-0589SD,17,36099,991.0,1440.0,460.0,460.0
YSH-0589SD,17,36051,1451.0,1440.0,488.0,198.0
YSH-0589SD,17,36221,0.0,1952.0,1718.0,58.0
YSH-0589SD,18,35825,0.0,0.0,1911.0,846.0
YSH-0589SD,18,35815,1911.0,0.0,438.0,58.0
YSH-0589SD,18,35729,0.0,846.0,326.5,92.5
YSH-0589SD,18,35701,326.5,846.0,435.0,38.0
YSH-0589SD,18,35607,761.5,846.0,821.0,58.0
YSH-0589SD,19,35649,700.0,0.0,1132.0,487.0
YSH-0589SD,19,36151,700.0,487.0,2358.0,578.0
YSH-0589SD,20,35563,1400.0,0.0,1312.0,598.0
YSH-0589SD,20,35839,2712.0,0.0,752.0,353.0
YSH-0589SD,21,35613,2100.0,0.0,821.0,821.0
YSH-0589SD,21,35879,2921.0,0.0,404.0,339.0
YSH-0589SD,22,35907,0.0,360.0,2304.0,476.5
YSH-0589SD,22,35686,0.0,836.5,538.5,278.0
YSH-0589SD,22,35691,538.5,836.5,1072.0,83.0
YSH-0589SD,22,36207,1610.5,836.5,488.0,238.0
YSH-0589SD,23,35648,700.0,360.0,750.0,750.0
YSH-0589SD,23,36205,1450.0,360.0,398.0,388.0
YSH-0589SD,23,36001,700.0,1110.0,2332.0,58.0
YSH-0589SD,23,35606,700.0,1168.0,1252.0,58.0
YSH-0589SD,23,36162,1952.0,1168.0,997.0,408.0
YSH-0589SD,24,35762,1400.0,360.0,710.5,710.5
YSH-0589SD,24,36011,2110.5,360.0,664.0,132.5
YSH-0589SD,24,35605,2774.5,360.0,978.0,380.0
YSH-0589SD,24,35706,1400.0,1070.5,1160.0,378.0
YSH-0589SD,24,36033,2560.0,1070.5,1088.0,294.0
YSH-0589SD,25,35777,2100.0,360.0,2034.0,445.0
YSH-0589SD,25,36253,2100.0,805.0,821.0,577.0
YSH-0589SD,25,35789,2921.0,805.0,730.0,497.0
YSH-0589SD,26,36081,0.0,720.0,1978.0,700.0
YSH-0589SD,27,35591,700.0,720.0,909.5,308.0
YSH-0589SD,27,35952,1609.5,720.0,1060.0,1060.0
YSH-0589SD,27,35601,700.0,1780.0,1060.0,58.0
YSH-0589SD,27,36066,700.0,1838.0,1772.0,58.0
YSH-0589SD,28,35921,1400.0,720.0,736.0,218.0
YSH-0589SD,28,36155,2136.0,720.0,925.0,58.0
YSH-0589SD,28,35864,3061.0,720.0,748.0,280.0
YSH-0589SD,28,35756,1400.0,1000.0,947.0,58.0
YSH-0589SD,28,36229,2347.0,1000.0,734.0,577.0
YSH-0589SD,28,36067,3081.0,1000.0,581.0,297.0
YSH-0589SD,29,35707,2100.0,720.0,750.0,329.0
YSH-0589SD,29,36019,2850.0,720.0,741.0,329.0
YSH-0589SD,29,35743,3591.0,720.0,312.0,58.0
YSH-0589SD,29,36004,3903.0,720.0,498.0,498.0
YSH-0589SD,29,35795,2100.0,1218.0,1028.5,549.0
YSH-0589SD,29,35754,3128.5,1218.0,557.0,557.0
YSH-0589SD,30,35987,0.0,1080.0,2393.0,578.0
YSH-0589SD,30,36264,0.0,1658.0,797.0,218.0
YSH-0589SD,30,36161,797.0,1658.0,498.0,118.0
YSH-0589SD,30,36175,1295.0,1658.0,343.0,132.5
YSH-0589SD,30,35969,1638.0,1658.0,447.0,403.0
YSH-0589SD,31,35816,700.0,1080.0,1812.0,375.0
YSH-0589SD,31,36313,2512.0,1080.0,552.0,58.0
YSH-0589SD,31,35787,700.0,1455.0,318.0,88.0
YSH-0589SD,31,35774,1018.0,1455.0,338.0,78.0
YSH-0589SD,31,35664,1356.0,1455.0,1392.0,425.0
